price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,yr_built,zipcode,renovated,basement
425000.0,3,2.25,-0.2350239528215393,1.0,0.0,0,3,7,-0.856235577066891,1979,98122,0,1
317625.0,3,2.75,-0.8462110039688032,1.5,0.0,0,5,7,0.33047193147865483,1925,98144,0,1
975000.0,4,2.5,0.5862454069613883,2.0,0.0,0,3,10,1.4231644064674052,1989,98004,0,0
287000.0,4,2.5,-0.5784488076706715,2.0,0.0,0,3,7,0.929386532353428,2005,98001,0,0
204000.0,3,1.0,0.7051262825375454,1.0,0.0,0,4,7,-1.121644128317191,1968,98042,0,0
1330000.0,5,2.25,1.3949799186793537,1.0,0.0,0,3,8,0.07366982341922478,1965,98004,0,1
325000.0,3,2.0,-0.3249445369791144,1.0,0.0,0,4,7,-0.5338804446182391,1972,98034,0,0
571000.0,4,2.0,0.11907915536982609,1.5,0.0,0,5,7,0.9407148430030311,1916,98125,0,1
360000.0,4,2.5,-0.480257986321875,2.0,0.0,0,3,8,1.0835671636651927,2005,98038,0,0
349000.0,3,1.75,2.6310207161092207,1.0,0.0,0,5,7,-0.9024768788839408,1965,98042,0,1
380000.0,4,1.75,0.02876297196254922,1.0,0.0,0,3,7,-1.4467501550695498,1956,98008,0,1
480000.0,3,1.0,-0.46421330351735435,1.0,0.0,0,3,7,-1.0218979503900025,1941,98116,0,0
410000.0,3,1.0,-0.46421330351735435,1.0,0.0,0,4,7,-1.361495193192215,1956,98133,0,1
390000.0,3,2.5,-0.4536221992479733,2.0,0.0,0,3,8,1.0513062464732654,2003,98038,0,0
360000.0,4,2.5,-0.2601406764840358,2.0,0.0,0,3,7,0.5107196607653212,1992,98038,0,0
355000.0,2,1.0,-0.082589698212057,1.0,0.0,0,3,7,-1.0963384316095461,1948,98118,0,1
356000.0,3,1.5,0.2666065292180315,1.0,0.0,0,3,8,0.19775304386759446,1964,98059,0,0
315000.0,3,1.0,-0.09991440127850719,1.0,0.0,0,3,6,-1.2254626874761376,1952,98125,0,0
940000.0,3,1.5,-0.9221167482885729,2.0,0.0,0,3,9,0.5107196607653212,1925,98119,0,1
305000.0,5,2.25,0.21755250164978582,1.5,0.0,0,5,7,1.3664363696995243,1961,98092,0,0
461000.0,3,3.25,-0.17410336070917373,2.0,0.0,0,3,9,0.6156088162506722,2006,98056,0,1
215000.0,2,2.25,-1.6860912280771878,2.0,0.0,0,4,7,0.08951536711401585,1979,98056,0,0
335000.0,2,1.75,-2.5590863757501974,2.0,0.0,0,3,7,-1.8029155446502065,2006,98136,0,1
243500.0,4,2.5,0.04760862054154779,2.0,0.0,0,3,7,0.6156088162506722,1988,98023,0,0
1100000.0,5,2.75,-0.15812981426786962,2.0,0.0,0,4,10,2.0788757932223394,2001,98199,0,0
153000.0,3,1.0,0.5176947015116262,1.0,0.0,0,3,7,-0.6579636650666087,1962,98023,0,0
430000.0,3,1.5,-0.480257986321875,1.0,0.0,0,3,8,-0.4740376474661411,1939,98117,0,1
700000.0,3,1.5,-0.480257986321875,1.0,0.0,0,3,8,-0.4740376474661411,1939,98117,0,1
905000.0,4,2.5,0.4852819694401598,1.0,0.0,0,3,7,1.094230498095602,1946,98040,1,1
247500.0,3,1.75,1.0571653310887645,1.0,0.0,0,3,7,0.5897892895512156,1967,98032,0,0
199000.0,4,1.5,-0.14821555707818881,1.0,0.0,0,4,7,-0.7441821433547158,1975,98023,0,0
437500.0,3,2.5,2.206285742781454,2.0,0.0,1,3,9,1.0186308307912288,1992,98045,0,0
850830.0,3,2.5,0.8296724736008642,1.5,0.0,0,5,9,-0.5137759799548549,1910,98102,0,1
555000.0,3,2.0,-0.9684897281105924,1.5,0.0,0,4,7,-0.19428320181602665,1929,98117,0,1
699950.0,3,2.25,3.6476305297002356,2.0,0.0,0,4,8,0.8719754818750325,1983,98077,0,0
1090000.0,3,2.5,0.1707927315180851,2.0,0.0,0,3,8,1.603608970360866,1950,98004,1,0
290000.0,3,1.0,2.0949160155649955,1.0,0.0,0,3,7,-0.6368581370028509,1954,98058,0,0
375000.0,3,2.5,0.45274120621492575,1.0,0.0,0,4,8,-0.15920400378507854,1978,98058,0,1
460000.0,3,1.0,-0.7787199070237447,1.5,0.0,0,4,7,-0.7223519532157251,1939,98117,0,1
188500.0,2,1.75,-1.4163562750197358,1.0,0.0,0,4,8,-0.5745725373040731,1985,98198,0,0
680000.0,4,2.5,1.838748357826075,2.0,0.0,0,4,10,1.788345053754397,1991,98077,0,0
470000.0,5,1.75,0.7351010782586312,2.0,0.0,0,4,7,0.6790335879890164,1942,98052,0,0
597750.0,4,2.5,0.40051913818522816,2.0,0.0,0,3,8,1.0076450619342934,1984,98027,0,0
570000.0,3,1.75,-1.0277880444719583,1.0,0.0,0,5,6,-2.028740393528932,1905,98103,0,1
329950.0,3,1.75,-0.24199146143708167,1.0,0.0,1,3,7,-0.9259166903018602,1971,98108,0,1
480000.0,4,2.5,1.098552560320782,2.0,0.0,0,3,9,1.2289325295277054,2001,98001,0,1
518500.0,3,3.5,-2.514412270779804,3.0,0.0,0,3,8,0.05772493397408358,2010,98103,0,0
205425.0,2,1.0,-0.07063350133091943,1.0,0.0,0,4,6,-1.4467501550695498,1945,98178,0,0
171800.0,4,2.0,0.3971606762839921,1.0,0.0,0,3,6,0.025532079608450112,1950,98168,0,0
535000.0,4,1.0,-1.1754454699664705,1.5,0.0,0,4,7,0.08951536711401585,1925,98144,0,0
660000.0,3,2.5,-0.13275248734437542,1.0,0.0,1,3,8,0.009281535270108443,1964,98177,0,1
391500.0,3,2.0,0.32993660563168076,1.0,0.0,0,3,7,-0.17668312094518687,1987,98034,0,0
395000.0,2,1.0,-0.2350239528215393,1.0,0.0,0,3,6,-1.7863473978717623,1953,98117,0,0
445000.0,4,1.75,-0.6522019619141002,1.5,0.0,0,5,7,0.25759584101969246,1924,98118,0,1
770000.0,3,2.25,0.4792320021208371,2.0,0.0,0,3,9,1.5948844282340426,1990,98052,0,0
1450000.0,4,2.75,1.2268188371839859,1.5,0.0,0,3,8,0.6156088162506722,1914,98004,1,1
445000.0,3,2.25,0.18530379168603212,1.0,0.0,1,3,8,0.10526279535824855,1967,98178,0,1
260000.0,4,2.25,0.2818051462132446,1.0,0.0,0,3,8,-0.3396485676785394,1978,98023,0,1
822500.0,5,3.5,-0.49106176563203896,2.0,0.0,0,5,7,0.25759584101969246,1926,98103,0,1
430000.0,4,2.5,-0.6799998964675954,2.0,0.0,0,3,7,0.7286586070905035,2004,98065,0,0
212000.0,3,1.75,0.13074410590643534,1.0,0.0,0,4,7,-0.9734545516860275,1986,98092,0,0
660500.0,4,2.25,0.39758094289970325,1.0,0.0,0,3,8,-0.19428320181602665,1986,98027,0,1
453246.0,3,2.5,-1.5323624551282269,2.0,0.0,0,3,8,-0.2841583328344689,2014,98029,0,1
675000.0,4,3.5,-1.5376661069653217,3.0,0.0,0,3,9,0.8132384245385321,2005,98107,0,0
199000.0,3,1.75,1.1963061296859916,1.0,0.0,0,4,7,-0.41557066940943876,1956,98003,0,0
220000.0,4,1.75,0.12475272275893,1.0,0.0,0,3,7,-1.0963384316095461,1968,98003,0,1
452000.0,4,2.25,0.4523378284063446,1.0,0.0,0,4,8,-0.37732631660054045,1968,98028,0,1
382500.0,2,1.0,-0.6400293603518392,1.0,0.0,0,3,6,-0.6792458104807518,1981,98125,0,0
519950.0,3,2.25,-2.3459881255406794,3.0,0.0,0,3,8,-0.7223519532157251,2014,98107,0,0
665000.0,2,1.0,-1.0805423860455583,1.0,0.0,0,3,7,-0.856235577066891,1925,98119,0,0
527700.0,5,2.5,0.36526044690214393,1.0,0.0,0,4,8,-0.007073514894544228,1968,98006,0,1
205000.0,3,1.0,0.24591403646366303,1.0,0.0,0,4,7,-1.0963384316095461,1962,98058,0,1
420000.0,3,1.0,0.16813745456913648,1.0,0.0,0,4,7,-1.279005750082208,1923,98133,0,1
500000.0,4,2.25,0.23615803625921575,1.0,0.0,0,4,8,-0.3025208785696075,1961,98006,0,1
890000.0,4,1.0,-0.7804001861837178,2.0,0.0,0,3,8,1.0728589308521645,1905,98109,0,1
258000.0,5,2.0,0.7522110425073372,1.0,0.0,0,4,8,-0.8108200570691977,1960,98032,0,1
511000.0,3,1.0,-0.9774141675228958,1.0,0.0,0,3,7,-1.173023684594729,1947,98103,0,1
532170.0,3,2.0,-1.1275923219194335,2.0,0.0,0,3,8,-0.3396485676785394,1990,98103,0,0
560000.0,3,1.0,-0.480257986321875,1.5,0.0,0,3,7,-0.856235577066891,1947,98107,0,0
282950.0,3,1.0,0.185139769578317,1.0,0.0,0,4,7,-0.554145105907662,1954,98003,0,0
350000.0,1,1.0,-0.4536221992479733,1.0,0.0,0,3,7,-2.028740393528932,1942,98115,0,0
215000.0,3,1.0,0.09509057248677302,1.0,0.0,0,4,7,-0.7007075541814561,1967,98058,0,0
650000.0,5,3.5,1.697655320713373,2.0,0.0,0,3,9,1.2086678682382825,1996,98056,0,1
320000.0,4,2.75,0.06511824704030351,1.0,0.0,0,3,8,0.10526279535824855,1967,98023,0,1
247000.0,3,2.0,0.009836400083914574,1.5,0.0,0,3,7,-0.5137759799548549,1916,98022,1,0
320000.0,4,1.75,0.6020990514092165,1.0,0.0,0,4,8,0.3160628190763948,1968,98059,0,0
255000.0,5,2.25,0.25419810826081785,1.0,0.0,0,3,7,-1.0464701370596396,1962,98146,0,1
438000.0,3,1.75,0.4055411600465341,1.0,0.0,0,3,7,0.34479986535222623,1962,98034,0,0
900000.0,3,2.5,1.1340136574194237,2.0,0.0,0,3,10,1.990663428876934,2000,98075,0,0
441000.0,3,2.75,0.025072809723047592,1.0,0.0,0,3,7,-0.7441821433547158,1979,98034,0,1
420000.0,3,2.0,2.259430339852801,1.0,0.0,0,4,7,-1.0963384316095461,1975,98027,0,1
370000.0,3,1.75,-0.027681531850552284,1.0,0.0,0,3,7,-0.7007075541814561,1976,98034,0,1
269950.0,2,1.75,0.01951851431784176,1.0,0.0,0,5,5,-2.028740393528932,1949,98198,0,1
807100.0,4,2.5,-0.6222734845970112,2.0,0.0,0,3,9,1.3854866575454041,1999,98006,0,0
653000.0,3,2.5,0.4180147884757462,1.0,0.0,0,4,8,0.08951536711401585,1979,98034,0,1
371500.0,3,2.0,0.2072651605462492,1.0,0.0,0,5,7,-0.32101697126493495,1964,98133,0,0
284000.0,3,1.75,1.450021530478998,1.0,0.0,0,3,7,0.009281535270108443,1954,98166,0,0
272000.0,3,1.75,-0.0010457447766505886,1.0,0.0,0,4,7,0.18256970601844447,1978,98023,0,1
313000.0,3,1.5,0.13704896850867931,1.5,0.0,0,3,7,-0.37732631660054045,1955,98133,0,0
917500.0,4,2.5,2.1372296121446364,2.0,0.0,0,3,10,1.2788988034483297,1984,98033,0,1
673000.0,4,2.25,0.18349844748003521,2.0,0.0,0,4,8,1.2986136427626747,1980,98006,0,0
425000.0,3,2.5,-2.5168556198488448,2.0,0.0,0,3,8,-1.6263448604636008,2008,98122,0,1
399950.0,5,2.75,-0.37674051492639204,1.0,0.0,0,3,7,-0.41557066940943876,1986,98144,0,1
385000.0,3,1.0,-0.5351661526833797,1.0,0.0,0,3,6,-0.6159263189583379,1901,98122,0,0
269950.0,3,1.5,0.07583593954493063,1.0,0.0,1,4,7,-0.41557066940943876,1975,98022,0,1
330000.0,2,1.0,0.18841641746580404,1.0,0.0,0,3,7,-0.9734545516860275,1949,98177,0,1
260000.0,3,2.5,-0.2813195879270174,2.0,0.0,0,3,7,0.18256970601844447,1988,98030,0,0
470000.0,4,3.0,-0.447044859527212,1.5,0.0,0,4,7,0.19775304386759446,1925,98126,0,1
589000.0,4,3.0,0.3971606762839921,2.0,0.0,0,5,7,1.1468866551876045,1961,98034,0,0
163500.0,2,1.5,-0.9915028265984505,2.0,0.0,0,3,7,-0.9975609078688212,1996,98038,0,0
835000.0,4,2.75,0.8469319925276825,2.0,0.0,0,3,9,0.8132384245385321,1993,98052,0,1
1100000.0,5,3.0,0.789355190003483,1.0,0.0,1,4,10,0.7531126564224911,1986,98033,0,1
269000.0,4,1.75,0.4520688426454968,1.0,0.0,0,4,8,-0.8792511326600209,1969,98023,0,1
560000.0,3,2.5,0.2715380225245762,2.0,0.0,0,3,8,0.5107196607653212,1987,98074,0,0
615000.0,4,1.0,-1.4674929816507514,1.5,0.0,0,4,6,-0.39637660444642014,1901,98103,0,0
585188.0,3,2.25,0.4555614687573695,1.0,0.0,0,3,8,-0.21200593232330367,1975,98052,0,1
305000.0,3,1.75,0.3802414180714438,1.0,0.0,0,3,7,-0.6159263189583379,1977,98034,0,1
166950.0,3,1.0,0.2831783605159176,1.0,0.0,0,3,6,-0.6792458104807518,1959,98058,0,0
799000.0,3,2.5,0.4381428481038065,1.0,0.0,0,4,8,0.8132384245385321,1959,98040,0,0
400000.0,3,2.5,0.0665522165712574,1.0,0.0,0,4,7,-0.22985303388646636,1962,98133,0,1
230000.0,3,1.0,0.48239190167743023,1.0,0.0,0,3,7,-0.9734545516860275,1948,98155,0,0
256883.0,3,2.5,-0.473549427314864,2.0,0.0,0,3,8,0.21284627235624354,2003,98023,0,0
423000.0,4,2.0,-0.13150648142605398,1.5,0.0,0,5,7,-0.8108200570691977,1920,98108,0,1
465000.0,3,2.5,-0.7524463556014679,2.0,0.0,0,3,8,0.8250948634292213,2007,98126,0,0
210000.0,3,1.0,0.6661198226234923,1.0,0.0,0,4,6,-1.505217133126252,1943,98056,0,0
297000.0,3,2.5,0.993133972020143,2.0,0.0,0,3,8,0.5637049425739339,1994,98042,0,0
470000.0,3,1.0,-0.480257986321875,1.0,0.0,0,3,7,-1.0963384316095461,1952,98107,0,0
226500.0,3,1.5,0.04159939255994443,1.0,0.0,0,4,7,-1.3895971535524423,1976,98023,0,1
274250.0,3,1.0,0.225535096549008,1.0,0.0,0,4,6,-1.361495193192215,1962,98059,0,0
840000.0,4,1.75,0.58148929625195,1.0,0.0,0,4,9,0.12091331573820799,1966,98040,0,1
677900.0,3,2.5,-0.5962181751093208,2.0,0.0,0,3,8,1.1468866551876045,2010,98052,0,0
425000.0,3,1.0,-0.26586289770959465,1.0,0.0,0,3,7,-1.0963384316095461,1915,98116,0,0
180250.0,2,0.75,0.3971606762839921,1.0,0.0,0,3,6,-1.3895971535524423,1941,98166,0,0
464000.0,6,3.0,-0.9974169353172718,2.0,0.0,0,3,7,0.07366982341922478,1920,98133,1,1
320000.0,4,2.25,0.07921214880289507,2.0,0.0,0,3,8,-0.007073514894544228,1993,98038,0,0
625504.0,3,2.25,-2.0417598720832606,2.0,0.0,0,3,8,-0.9734545516860275,2014,98105,0,1
592500.0,4,2.5,0.7008849376307678,1.0,0.0,0,3,9,0.929386532353428,1983,98074,0,0
465000.0,3,2.5,1.2378881399097401,2.0,0.0,0,3,9,1.417548206461492,2005,98001,0,0
477000.0,4,2.75,-0.1758184559911394,2.0,0.0,0,3,8,0.25759584101969246,1978,98118,0,0
280000.0,2,1.0,1.1174665985456889,1.0,0.0,0,3,6,-1.5349625194149528,1923,98168,0,0
1070000.0,2,2.25,0.9851942139407854,1.0,0.0,1,3,8,0.5767805576796373,1947,98144,0,1
467000.0,2,1.5,0.5555863140409797,1.0,0.0,0,4,8,-0.41557066940943876,1947,98177,0,0
686000.0,4,2.5,-0.1398350733156468,2.0,0.0,0,3,10,1.460292095576337,1999,98075,0,0
279950.0,3,2.0,0.4180147884757462,1.0,0.0,0,3,7,-0.3584176678923313,1961,98198,0,1
527000.0,4,2.25,1.345919790431763,2.0,0.0,0,3,8,1.0295693488834246,1987,98011,0,0
325000.0,3,2.25,1.0859337509109988,1.0,0.0,0,4,8,0.34479986535222623,1966,98030,0,1
328000.0,3,2.25,0.21418563307669994,2.0,0.0,0,3,7,0.6664745425363984,1994,98038,0,0
390000.0,3,2.25,0.06511824704030351,1.0,0.0,0,5,7,-0.554145105907662,1942,98146,0,0
479950.0,2,2.0,-0.12405458816821582,1.0,0.0,0,3,8,-0.07356623141017259,2005,98053,0,0
264950.0,4,2.25,0.418428590445673,1.0,0.0,0,4,7,-0.8334264417925166,1978,98023,0,1
235000.0,3,1.0,1.019325183551197,1.0,0.0,0,4,7,-1.173023684594729,1961,98031,0,1
516500.0,3,2.5,-0.5552104933491327,2.0,0.0,0,3,7,-0.12460208858105747,2004,98053,0,0
655000.0,2,1.75,1.0671639415852623,2.0,1.0,1,3,7,-0.5951653748034899,1915,98166,1,1
500000.0,4,2.75,1.028206423450616,1.0,0.0,0,5,7,0.974400124015901,1960,98059,0,0
315000.0,6,2.75,0.03794432701557954,1.0,0.0,0,3,8,0.34479986535222623,1978,98023,0,1
213000.0,2,1.0,0.4787046297193961,1.0,0.0,0,3,6,-1.121644128317191,1961,98024,0,0
475000.0,3,1.5,-0.4069679284137645,1.5,0.0,0,5,7,0.10526279535824855,1947,98108,0,1
410000.0,4,1.0,-0.552085410895928,1.5,0.0,0,3,7,0.18256970601844447,1904,98122,1,1
225000.0,3,1.75,0.23426157730191827,1.0,0.0,0,4,7,-0.21200593232330367,1968,98003,0,0
210000.0,2,1.0,-0.2350239528215393,1.0,0.0,0,3,6,-1.595517797741573,1940,98126,0,0
455000.0,2,1.0,-0.480257986321875,1.5,0.0,0,2,7,-0.21200593232330367,1925,98115,0,0
225000.0,3,1.0,0.2040341638145482,1.0,0.0,0,4,6,-0.4543989279804737,1954,98002,0,0
480000.0,2,1.0,-1.1407149947150093,1.0,0.0,1,4,7,-1.7211335289538887,1918,98103,0,1
363000.0,3,2.5,0.6828784666746889,2.0,0.0,0,3,9,1.4417960028810073,1990,98023,0,0
181000.0,2,1.5,-0.4483577569400292,1.0,0.0,0,3,6,-1.9570961759619712,1954,98106,0,0
250000.0,4,2.0,0.030972219586465257,1.0,0.0,0,4,7,0.6538531690595706,1976,98002,0,0
481000.0,3,1.75,-1.167350781788911,1.0,0.0,0,4,6,-1.7863473978717623,1918,98103,0,1
260000.0,3,2.0,0.011890359838771883,1.0,0.0,0,4,7,-0.5745725373040731,1978,98032,0,1
455000.0,4,2.5,0.09789388373755396,2.0,0.0,0,3,9,1.9605660180135367,2001,98058,0,0
415000.0,3,2.25,2.183349290923686,2.0,0.0,0,3,8,-0.07356623141017259,1991,98045,0,0
349500.0,3,1.0,-0.9454835237035154,1.0,0.0,0,3,7,-1.6891431507267198,1953,98118,0,1
245000.0,3,2.5,0.05467599529383755,2.0,0.0,0,3,7,0.27233907961777026,1987,98030,0,0
592500.0,2,2.0,0.33859883436510063,1.5,0.0,1,5,7,-0.22985303388646636,1928,98115,0,0
385000.0,4,1.75,0.08646890632167158,1.0,0.0,0,4,7,-0.7007075541814561,1955,98106,0,1
315000.0,3,1.75,0.6347838852108248,1.0,0.0,0,4,7,-0.6579636650666087,1974,98059,0,1
255000.0,3,1.0,0.4747427320312591,1.0,0.0,0,3,7,-0.5951653748034899,1979,98045,0,0
693000.0,4,2.5,-0.6445811863291337,2.0,0.0,0,3,8,1.1676475993424547,2006,98052,0,0
780000.0,3,1.0,-0.6522019619141002,1.5,0.0,0,3,8,-0.15920400378507854,1911,98112,0,1
237000.0,3,1.75,0.22871491668868044,1.0,0.0,0,4,7,-0.5137759799548549,1960,98198,0,0
525000.0,3,2.25,2.333763649630586,2.0,0.0,0,3,10,-0.41557066940943876,1979,98074,0,1
425000.0,2,1.0,-0.4695402938172479,1.0,0.0,0,3,5,-1.7863473978717623,1930,98144,0,0
369900.0,1,0.75,0.4626530897119818,1.0,1.0,1,5,5,-1.8195923357901522,1936,98070,0,0
290000.0,4,2.5,0.025072809723047592,2.0,0.0,0,4,7,0.2278504547309895,1988,98031,0,0
285000.0,3,1.0,0.543199708113181,1.0,0.0,0,3,7,-0.8334264417925166,1954,98106,0,0
415000.0,2,1.0,-0.6219745484267302,1.0,0.0,0,3,7,-0.9495745496074124,1937,98115,0,0
272500.0,3,2.5,0.4385505048102568,1.0,0.0,0,3,8,-0.22985303388646636,1979,98023,0,1
436000.0,2,1.0,0.07191602785044762,1.0,0.0,0,4,7,-1.0218979503900025,1939,98133,0,0
210000.0,3,1.0,0.6271297508312647,1.0,0.0,0,4,7,0.2278504547309895,1967,98003,0,0
236000.0,3,1.0,-0.2580866216802152,1.0,0.0,0,3,7,-0.4543989279804737,1961,98178,0,0
331000.0,3,1.75,-2.285963600445026,1.0,0.0,0,3,7,-2.50699511750066,1954,98199,1,1
365000.0,3,2.5,-0.6189888351194373,2.0,0.0,0,3,8,1.3597349124996034,2006,98031,0,0
450000.0,3,2.0,1.105769606002478,1.0,0.0,0,5,8,0.9855301266194118,1960,98058,0,0
770000.0,4,2.75,1.7527233187300626,2.0,0.0,0,3,9,1.54189914642543,2014,98028,0,1
455000.0,4,2.5,2.5999454422295325,1.0,0.0,0,3,8,0.8950956550677067,1997,98038,0,0
405000.0,3,1.75,-0.2350239528215393,1.0,0.0,0,3,6,-0.5745725373040731,1908,98118,0,1
304900.0,4,1.75,0.6194318109097361,1.0,0.0,0,4,7,0.08951536711401585,1969,98031,0,1
170000.0,2,1.0,-0.41079456909614265,1.0,0.0,0,3,6,-1.505217133126252,1931,98178,0,0
330000.0,3,3.0,0.9007004039140202,1.0,0.0,0,4,8,0.28699734230539525,1988,98028,0,1
370000.0,4,2.5,0.25948568033195046,2.0,0.0,0,3,9,1.4231644064674052,1992,98030,0,0
467000.0,5,2.25,0.8557285139028201,1.0,0.0,0,3,7,0.4428969338284714,1979,98072,0,1
